studentCode,name,email,password,role,courseYear,department,isActive
20225560,Sinh Vien Test 0230,sv20225560.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225561,Sinh Vien Test 0231,sv20225561.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225562,Sinh Vien Test 0232,sv20225562.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225563,Sinh Vien Test 0233,sv20225563.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225564,Sinh Vien Test 0234,sv20225564.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225565,Sinh Vien Test 0235,sv20225565.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225566,Sinh Vien Test 0236,sv20225566.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225567,Sinh Vien Test 0237,sv20225567.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225568,Sinh Vien Test 0238,sv20225568.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225569,Sinh Vien Test 0239,sv20225569.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225570,Sinh Vien Test 0240,sv20225570.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225571,Sinh Vien Test 0241,sv20225571.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225572,Sinh Vien Test 0242,sv20225572.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225573,Sinh Vien Test 0243,sv20225573.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225574,Sinh Vien Test 0244,sv20225574.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225575,Sinh Vien Test 0245,sv20225575.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225576,Sinh Vien Test 0246,sv20225576.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225577,Sinh Vien Test 0247,sv20225577.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225578,Sinh Vien Test 0248,sv20225578.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225579,Sinh Vien Test 0249,sv20225579.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225580,Sinh Vien Test 0250,sv20225580.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225581,Sinh Vien Test 0251,sv20225581.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225582,Sinh Vien Test 0252,sv20225582.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225583,Sinh Vien Test 0253,sv20225583.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225584,Sinh Vien Test 0254,sv20225584.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225585,Sinh Vien Test 0255,sv20225585.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225586,Sinh Vien Test 0256,sv20225586.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225587,Sinh Vien Test 0257,sv20225587.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225588,Sinh Vien Test 0258,sv20225588.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225589,Sinh Vien Test 0259,sv20225589.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225590,Sinh Vien Test 0260,sv20225590.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225591,Sinh Vien Test 0261,sv20225591.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225592,Sinh Vien Test 0262,sv20225592.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225593,Sinh Vien Test 0263,sv20225593.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225594,Sinh Vien Test 0264,sv20225594.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225595,Sinh Vien Test 0265,sv20225595.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225596,Sinh Vien Test 0266,sv20225596.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225597,Sinh Vien Test 0267,sv20225597.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225598,Sinh Vien Test 0268,sv20225598.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225599,Sinh Vien Test 0269,sv20225599.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225600,Sinh Vien Test 0270,sv20225600.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225601,Sinh Vien Test 0271,sv20225601.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225602,Sinh Vien Test 0272,sv20225602.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225603,Sinh Vien Test 0273,sv20225603.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225604,Sinh Vien Test 0274,sv20225604.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225605,Sinh Vien Test 0275,sv20225605.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225606,Sinh Vien Test 0276,sv20225606.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225607,Sinh Vien Test 0277,sv20225607.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225608,Sinh Vien Test 0278,sv20225608.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225609,Sinh Vien Test 0279,sv20225609.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225610,Sinh Vien Test 0280,sv20225610.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225611,Sinh Vien Test 0281,sv20225611.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225612,Sinh Vien Test 0282,sv20225612.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225613,Sinh Vien Test 0283,sv20225613.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225614,Sinh Vien Test 0284,sv20225614.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225615,Sinh Vien Test 0285,sv20225615.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225616,Sinh Vien Test 0286,sv20225616.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225617,Sinh Vien Test 0287,sv20225617.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225618,Sinh Vien Test 0288,sv20225618.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225619,Sinh Vien Test 0289,sv20225619.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225620,Sinh Vien Test 0290,sv20225620.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225621,Sinh Vien Test 0291,sv20225621.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225622,Sinh Vien Test 0292,sv20225622.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225623,Sinh Vien Test 0293,sv20225623.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225624,Sinh Vien Test 0294,sv20225624.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225625,Sinh Vien Test 0295,sv20225625.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225626,Sinh Vien Test 0296,sv20225626.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225627,Sinh Vien Test 0297,sv20225627.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225628,Sinh Vien Test 0298,sv20225628.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225629,Sinh Vien Test 0299,sv20225629.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225630,Sinh Vien Test 0300,sv20225630.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225631,Sinh Vien Test 0301,sv20225631.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225632,Sinh Vien Test 0302,sv20225632.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225633,Sinh Vien Test 0303,sv20225633.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225634,Sinh Vien Test 0304,sv20225634.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225635,Sinh Vien Test 0305,sv20225635.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225636,Sinh Vien Test 0306,sv20225636.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225637,Sinh Vien Test 0307,sv20225637.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225638,Sinh Vien Test 0308,sv20225638.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225639,Sinh Vien Test 0309,sv20225639.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225640,Sinh Vien Test 0310,sv20225640.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225641,Sinh Vien Test 0311,sv20225641.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225642,Sinh Vien Test 0312,sv20225642.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225643,Sinh Vien Test 0313,sv20225643.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225644,Sinh Vien Test 0314,sv20225644.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225645,Sinh Vien Test 0315,sv20225645.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225646,Sinh Vien Test 0316,sv20225646.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225647,Sinh Vien Test 0317,sv20225647.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225648,Sinh Vien Test 0318,sv20225648.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225649,Sinh Vien Test 0319,sv20225649.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225650,Sinh Vien Test 0320,sv20225650.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225651,Sinh Vien Test 0321,sv20225651.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225652,Sinh Vien Test 0322,sv20225652.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225653,Sinh Vien Test 0323,sv20225653.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225654,Sinh Vien Test 0324,sv20225654.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225655,Sinh Vien Test 0325,sv20225655.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225656,Sinh Vien Test 0326,sv20225656.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225657,Sinh Vien Test 0327,sv20225657.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225658,Sinh Vien Test 0328,sv20225658.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225659,Sinh Vien Test 0329,sv20225659.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225660,Sinh Vien Test 0330,sv20225660.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225661,Sinh Vien Test 0331,sv20225661.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225662,Sinh Vien Test 0332,sv20225662.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225663,Sinh Vien Test 0333,sv20225663.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225664,Sinh Vien Test 0334,sv20225664.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225665,Sinh Vien Test 0335,sv20225665.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225666,Sinh Vien Test 0336,sv20225666.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225667,Sinh Vien Test 0337,sv20225667.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225668,Sinh Vien Test 0338,sv20225668.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225669,Sinh Vien Test 0339,sv20225669.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225670,Sinh Vien Test 0340,sv20225670.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225671,Sinh Vien Test 0341,sv20225671.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225672,Sinh Vien Test 0342,sv20225672.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225673,Sinh Vien Test 0343,sv20225673.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225674,Sinh Vien Test 0344,sv20225674.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225675,Sinh Vien Test 0345,sv20225675.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225676,Sinh Vien Test 0346,sv20225676.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225677,Sinh Vien Test 0347,sv20225677.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225678,Sinh Vien Test 0348,sv20225678.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225679,Sinh Vien Test 0349,sv20225679.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225680,Sinh Vien Test 0350,sv20225680.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225681,Sinh Vien Test 0351,sv20225681.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225682,Sinh Vien Test 0352,sv20225682.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225683,Sinh Vien Test 0353,sv20225683.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225684,Sinh Vien Test 0354,sv20225684.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225685,Sinh Vien Test 0355,sv20225685.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225686,Sinh Vien Test 0356,sv20225686.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225687,Sinh Vien Test 0357,sv20225687.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225688,Sinh Vien Test 0358,sv20225688.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225689,Sinh Vien Test 0359,sv20225689.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225690,Sinh Vien Test 0360,sv20225690.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225691,Sinh Vien Test 0361,sv20225691.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225692,Sinh Vien Test 0362,sv20225692.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225693,Sinh Vien Test 0363,sv20225693.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225694,Sinh Vien Test 0364,sv20225694.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225695,Sinh Vien Test 0365,sv20225695.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225696,Sinh Vien Test 0366,sv20225696.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225697,Sinh Vien Test 0367,sv20225697.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225698,Sinh Vien Test 0368,sv20225698.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225699,Sinh Vien Test 0369,sv20225699.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225700,Sinh Vien Test 0370,sv20225700.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225701,Sinh Vien Test 0371,sv20225701.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225702,Sinh Vien Test 0372,sv20225702.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225703,Sinh Vien Test 0373,sv20225703.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225704,Sinh Vien Test 0374,sv20225704.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225705,Sinh Vien Test 0375,sv20225705.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225706,Sinh Vien Test 0376,sv20225706.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225707,Sinh Vien Test 0377,sv20225707.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225708,Sinh Vien Test 0378,sv20225708.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225709,Sinh Vien Test 0379,sv20225709.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225710,Sinh Vien Test 0380,sv20225710.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225711,Sinh Vien Test 0381,sv20225711.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225712,Sinh Vien Test 0382,sv20225712.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225713,Sinh Vien Test 0383,sv20225713.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225714,Sinh Vien Test 0384,sv20225714.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225715,Sinh Vien Test 0385,sv20225715.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225716,Sinh Vien Test 0386,sv20225716.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225717,Sinh Vien Test 0387,sv20225717.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225718,Sinh Vien Test 0388,sv20225718.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225719,Sinh Vien Test 0389,sv20225719.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225720,Sinh Vien Test 0390,sv20225720.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225721,Sinh Vien Test 0391,sv20225721.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225722,Sinh Vien Test 0392,sv20225722.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225723,Sinh Vien Test 0393,sv20225723.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225724,Sinh Vien Test 0394,sv20225724.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225725,Sinh Vien Test 0395,sv20225725.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225726,Sinh Vien Test 0396,sv20225726.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225727,Sinh Vien Test 0397,sv20225727.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225728,Sinh Vien Test 0398,sv20225728.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225729,Sinh Vien Test 0399,sv20225729.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225730,Sinh Vien Test 0400,sv20225730.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225731,Sinh Vien Test 0401,sv20225731.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225732,Sinh Vien Test 0402,sv20225732.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225733,Sinh Vien Test 0403,sv20225733.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225734,Sinh Vien Test 0404,sv20225734.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225735,Sinh Vien Test 0405,sv20225735.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225736,Sinh Vien Test 0406,sv20225736.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225737,Sinh Vien Test 0407,sv20225737.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225738,Sinh Vien Test 0408,sv20225738.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225739,Sinh Vien Test 0409,sv20225739.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225740,Sinh Vien Test 0410,sv20225740.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225741,Sinh Vien Test 0411,sv20225741.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225742,Sinh Vien Test 0412,sv20225742.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225743,Sinh Vien Test 0413,sv20225743.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225744,Sinh Vien Test 0414,sv20225744.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225745,Sinh Vien Test 0415,sv20225745.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225746,Sinh Vien Test 0416,sv20225746.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225747,Sinh Vien Test 0417,sv20225747.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225748,Sinh Vien Test 0418,sv20225748.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225749,Sinh Vien Test 0419,sv20225749.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225750,Sinh Vien Test 0420,sv20225750.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225751,Sinh Vien Test 0421,sv20225751.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225752,Sinh Vien Test 0422,sv20225752.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225753,Sinh Vien Test 0423,sv20225753.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225754,Sinh Vien Test 0424,sv20225754.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225755,Sinh Vien Test 0425,sv20225755.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225756,Sinh Vien Test 0426,sv20225756.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225757,Sinh Vien Test 0427,sv20225757.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225758,Sinh Vien Test 0428,sv20225758.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225759,Sinh Vien Test 0429,sv20225759.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225760,Sinh Vien Test 0430,sv20225760.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225761,Sinh Vien Test 0431,sv20225761.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225762,Sinh Vien Test 0432,sv20225762.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225763,Sinh Vien Test 0433,sv20225763.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225764,Sinh Vien Test 0434,sv20225764.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225765,Sinh Vien Test 0435,sv20225765.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225766,Sinh Vien Test 0436,sv20225766.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225767,Sinh Vien Test 0437,sv20225767.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225768,Sinh Vien Test 0438,sv20225768.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225769,Sinh Vien Test 0439,sv20225769.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225770,Sinh Vien Test 0440,sv20225770.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225771,Sinh Vien Test 0441,sv20225771.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225772,Sinh Vien Test 0442,sv20225772.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225773,Sinh Vien Test 0443,sv20225773.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225774,Sinh Vien Test 0444,sv20225774.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225775,Sinh Vien Test 0445,sv20225775.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225776,Sinh Vien Test 0446,sv20225776.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225777,Sinh Vien Test 0447,sv20225777.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225778,Sinh Vien Test 0448,sv20225778.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225779,Sinh Vien Test 0449,sv20225779.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225780,Sinh Vien Test 0450,sv20225780.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225781,Sinh Vien Test 0451,sv20225781.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225782,Sinh Vien Test 0452,sv20225782.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
20225783,Sinh Vien Test 0453,sv20225783.test@sis.hust.edu.vn,1,STUDENT,2022,Hệ thống thông tin,true
20225784,Sinh Vien Test 0454,sv20225784.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học dữ liệu,true
20225785,Sinh Vien Test 0455,sv20225785.test@sis.hust.edu.vn,1,STUDENT,2022,An toàn thông tin,true
20225786,Sinh Vien Test 0456,sv20225786.test@sis.hust.edu.vn,1,STUDENT,2022,CNTT,true
20225787,Sinh Vien Test 0457,sv20225787.test@sis.hust.edu.vn,1,STUDENT,2022,Khoa học máy tính,true
20225788,Sinh Vien Test 0458,sv20225788.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật máy tính,true
20225789,Sinh Vien Test 0459,sv20225789.test@sis.hust.edu.vn,1,STUDENT,2022,Kỹ thuật phần mềm,true
